id,text
688,@Andihar01629747 @muhzaki703 @summitsenja @aphrodexd @ituygalon @tanyakanrl Buseeeet itu ga ada legrestnya ya. Merdeka dong saya kalau kereta ekoprem harga 159 kaki bisa diselonjorin. Ga bakal mikir2 sih kalau ngonser ke Jakarta bakalan naik kereta ini terus. Awokwowkwok. Lagian ngaco bgt dari sby-jkt ekoprem aja terakhir kmrn Des22 275 rb. Hadeehh
689,Restruktur covid ini menjebak padahal wkwkwkwkkwkwkwkwk karna kerja ngurusin pembayaran hutang perusahaan disuruh pihak leasing untuk ajukan restruktur covid. Setelah dipikir2 anjir apaan 6 bulan bayarin bunga yg seharga ½ cicilan trus setelahnya cicilan jadi naik harga
690,@polisi_of_india @semproelicious @nbchdnzr_ @KAI121 @iBidull perusahaan ga bodoh juga dia patok harga segitu mikir saingan bonafide dll. ga asal balik lagi sama prinsip awal kalo mau murah dan apa apa sesuai harapanmu ya berangkat sendiri naik mobil sendiri itupunn belum pasti nyaman tergantung mobilnya juga semua sesuai kok.
691,@ZLianni @worksfess Kejauhan ngomongin biaya pendidikan &amp; susu kita gak tau hidup sampe kapan hadapi yg didepan aja dulu ini suaminya udh stress klo sampe gk kuat gimana Untuk tabungan dikesampingkan dulu yg penting sehat jiwa raga dulu istri dan terutama keluarga suami harus saling bantu
692,@fadlizon Nah @fadlizon dan @Gerindra pas pengesahan UU Cilaka belajar gak dr Pasal 33 UUD 1945? Malah dikuasai asing tuh kekayaan alamnya rakyat bknnya makmur malah diperas terus; harga minyak dunia turun di Indo naik biaya haji turun di Indo naik
693,@Askrlfess ya walaupun fasilitasnya udah nyaman bgt skrg cuma klo harga harganya sama kaya naik pesawat gak worth it dah
694,Kosku di lantai 2 juga sering denger latto latto jam segini. Emang bocil mainnya ga tau jam anjir.
695,Apa ga ada yang laporkan Cak Nun ke polisi atas penyematan presiden jokowi seperti Fir'aun? Aaah pada ga berani sama Cak Nun.
696,@zulkarwin @tvindonesiawkwk @kementan Buruh tani di desa gua bayarannya udah tinggi yang justru berkurang penghasilan nya ya justru petani... soalnya semuanya pada naik kecuali harga beras.yang segitu gitu aja.
697,@RezaAvanluna Mas Punya Harga Diri ? Branch mu sudah di anak tirikan di buang perusahaan ngk dapat update costume kamu susah berkembang sudah mustahil naik CCV ke 4 Digit sekarang hanya perkara surat perusahaan mempersulit. Mas Sehat ? Sadar Mas kamu sudah di pecat secara halus
698,@ZUL_Hasan @Kemendag Setau saya harga minyak goreng di pasaran masih terkendali harga telur yang kayaknya naik. Fokus sembako Pak jangan minyak aja. Selama stok barang aman dan gak ada yg nimbun2 harga pasti stabil
699,@prastow @fadlizon Heran apa2 dijawab Prastowo tax rasio besar tapi harga2 dalam negeri murah berarti subsidi rakyat utang meningkat tapi harga dalam negeri terus naik berarti utang untuk subsidi siapa?
700,JANGAN MENGATAKAN DEMOKRASI PARA PARTAI DINASTY KALAU NYATANYA KALIAN MASUK POLITIK KRN BAPAK KALIAN BKN KRN INTELEKTUAL PRIBADI NKRI BKN NEGARA MONARKI KPD PARA KADERNYA SADAR KALIAN PUNYA HAK YG SAMA DGN PARA MANUSIA DOMPLENG POPULERITAS ORANGTUA #BUBARKAN_PARTAI_DINASTY
701,@novitanayanara Aku kalau pulkam masih makai Bu guru. Soalnya kayu melimpah ruah dan biaya hidup dua kali lipat lebih mahal dari Surabaya. Makanan masih alami banget. No junk food no fast food. I like it.
702,Baru liat video di tiktok tersadarkan kalau middle age itu lebih tepat di usia 35 daripada 50 Rata2 orang di dunia sekarang hidup sampai 70 tahun doang jarang yg sampe 100. Tapi gara2 anggapan itu usia pensiun jadi 60 tahun (almost the end) Life s short. Jangan tunda2 apapun!
703,@Umar_Syadat770 Byk yg bisa hidup Makmur dari ikut mengolah dana haji tersebut tapi yg ingin menjalankan Rukun Islam harus bekerja banting tulang sabar karena waktu tunggu tambah lama umur &amp; kesehatan tidak bisa di tebak ada kabar biaya ONH akan di naikkan terlalu tinggi bikin Dongkol calhaj
704,@tanyarlfes Malah ngrasa cepet banget Baru kemarin rasanya hype tahun baru eh dah mau ganti bulan aja
705,@detikcom @detiksumut_ Nah kan udh ada itikad tidak baik..sudah lah minta nambah jadi 9 tahun masa jabatannya antikritik pula. Baru dikritik begitu aja langsung mau pake jalur hukum. Makin ga setuju saya kalau para kades ini nambah masa jabatan.
706,@starfess pas nonton iotl dulu temen gue yg kpopers bilang 'ini lho dia D.O. exo baru main drama' gue cuma kya 'oh kok ga kya idol ya?' krn beda dri bayangan gue tentang idol kpop wkwk. cuma pay attentionnya malah 2020 kek gue 5 tahun tau exo ngapain aja baru stan skrg?
707,@fadlizon Bukankah melaksanakan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 merupakan salah satu Kewajiban Bapak selaku Wakil Rakyat Yth? jika amanat pasal 33 UUD 1945 baru mampu dilaksanakan sebatas Wakil Rakyat belum sampai ke Rakyat menjadi tanggung jawab siapa pak?
708,@worksfess Buat org yg punya pengalaman / profesional kalo dilihat gajinya yg bkn level staff harusnya bisa lebih mudah cari kerjaan lain tahun lalu gw jg stress bgd kerja sampe sering mau nangis karena capek tp skrng udh tenang di tmpt baru. Mulai contact2 relasi coba
709,I am not a morning person tidur abis subuh tuh nikmaaaaat rasanya. Butuh waktu 7 tahun jadi IRT dulu baru bisa dengan kesadaran diri sendiri mau terjaga sepanjang pagi gapapa Git. Ini juga suatu pencapaian! Good job!
710,resolusi ku tahun ini aku bisa lebih paham sama apa yang ku pelajari selama ini. dan yaa berkat field trip serta bantuan kak valdo aku bisa lebih ngerti sama apa apa aja yang udah aku pelajari selama ini
711,Aku juga termasuk yg sering cod &amp; mamaku jga yg suka nerima paketnya. Kdng duitnya udah aku titipin ke mama kdng pake uang mama dulu tapi pulang kantor pasti aku ganti. Kdng kebablasan karna paketnya suka datang tbtb anjir padahal dah mantau:) tapi mamaku ga pernah gini sih:(
712,@tanyarlfes Wkwk maunya dsruh dulu ya baru kerja. Emosi sih. Kalau gue mending gk usah masukkin namanya di tugas kelompok itu nder
713,@Askrlfess Turun di PSE adalah koentji alternatif Semalem cek harga sama-sama naik dari SBI harganya masih masuk akal dibanding yang turun di GMR. Ya walopun lama perjalanan dan kualitas emang ngga bisa dibandingin sama Argo Bromo Anggrek sih.
714,Anjir ni br pertama kali angkot selera lagunya mantep anjay. Seleranya sama kea bokap gw bukan jedag jedag
715,Iyaa pernah iseng nyoba liat² loker yg ad d luar indo.. Kriterianya ga se ribet d sini yg kebanyakan kudu ad pengalaman kerja dlu... Dah tw nyari kerjaan tuh biar dpet pengalaman :(
716,@plutonian10 @worksfess Salahnya dimana uda nikah tinggal di rumah kontrakan? Orang-orang eropa termasuk swiss orang amerika banyak yang tinggal di rumah kontrakan. Yang penting ada tempat berteduh bagi keluarga
717,@urbabyevil @tanyakanrl pls iya anjir plssss perna wktu itu di sblh ada mas² ngerokok aku udh sengaja nutup idung soalny g kuat asep rokok sm emg batuk gt TTEP GA DIMATIIN ANJIR ROKOKNY GILEEE???? SUMPAAHH YAALLAHHH pengen pindah tp wktu itu lg di acara nikahan
718,aku dpt sec acc nya omg isinya freak anjir wkksjskwjskjs
719,@bozzvanc1 Dulu banyak pendukung beliau menyarankan agar tidak masuk ke kabinet tp beliau tetap melakukannya. Sekarang alangkah baiknya beliau tidak usah ikut bursa capres tp ikut menegakkan demokrasi sj..
720,Napa sih ga coba hidup yg secukupnya aja. Beli semampunya aja. Gausah dibela in utang temen ato sodara utk hal yg harusnya bs biasa aja. Bukannya dah harusnya sadar u kebutuhan rumah tangga tuh panjang? Giliran kek gini bikin heboh keluarga? Temen?
721,Ga rela ya aku bantuin sodara atau orang yg kesusahannya krn irasional nya sendiri. Aku dan keluarga hidup penuh tirakat dan prihatin dr dulu. U dah seneng . Giliran gini mau suruh keluargaku bantu? Gk bakal ikhlas aku
722,@Just_dhee1203 Aq masih abg bund umurku baru 17 tahun
723,@Askrlfess Perusahaan lama dulu selalu buat family gathering tiap tahun aku ikut pas ke Bali dan suka ngajak karaokean/mkn mantap sekaliii Tapi perusahaan yg skrg selama 5th baru sekali ikut gathering soalnya perusahaan masih blm stabil dr pas pandemi sampe skrg gaji jg gak full
724,Temenku belom lama ini keterima kerja sebelum ngomong nyuruh aku terapin ini. Tapi aku mikirnya bukan karna si Loanya tapi emang karna dia punya skill dan pengalaman. Kayaknya loa ini susah diterapin ke aku yg mental block
725,Sakit2 kerja its another level of loyal bgt si anj
726,Nah bilang sendiri kan enak anjir gausah bawa2 orang lain. Biar bisa minta maaf gitu loh (walopun gaperlu2 banget sebenernya). I mean who can control cats ha?
727,@tanyarlfes Di indo asal ada orang dalem mah auto lgsg masuk kerja wkw
728,@horatio9797 @AzizFazby @justercwck @Askrlfess lah bukannya jawaban gua adil dan seimbang? kalo 22nya bisa kerja ya kerja kalo salah satu doang yang kerja berarti salah satunya jadi support dong. tololnya bagian mana? kasih tau gausah bacot doang kek bocah broken home
729,@cobynfriends @sasa_micin1 @tanyakanrl Besok rasain jadi ortu yang duitnya dipake anaknya terus buat keperluan yang nggak lebih penting dari keperluan keluarga deh. Kenapa gak lu tanya BAIK GAK JADI ANAK KAYAGITU? Tahu diri jadi anak tu penting juga. Hari ini ortu pada disalahin mulu padahal anaknya yg problematik.
730,@qien_net09 @bachrum_achmadi Patlrtai dibentuk utk memperjuangkan demokrasi dan rakyat bukan hanya utk keluarga. Baca UU parpol bung pintar
731,@teddykusumaw @worksfess Banyak orang yg sensi sama anak IT karna gaji nya gede bang jdi begitulah padahal ga paham sistem kerja nya gmn buat fitur pecah telor aja ada vendor nya apalagi yg voucer dkk nya kalo dijelasin semua netijen bisa spaneng
732,Nyeselllll kmrn ke margo city gak beli monsieur spoon (yg sangat membagongkan buat gw resto pastry mevvah gini ada di depok) Mau grab ongkirnya aja 30rb Di bdg ada sih tapi cuman by monsieur spoon whatever that means tapi keknya gak ada cromboloni nya deh
733,Perjalanan hidup aing dan lakik ai ga ada privilage2 nya dan syukurnya bukan generasi sandwich juga. Mudah2an nanti natnat hidup punya privilage dari kami hehehe.
734,kami bukan lg generasi sandwich tp mungkin generasi geprek tidak langsung Allah kasih keturunan bisa jadi ngasih waktu buat kami menabung (good financial support good parenting) dan tentu aja belajar banyak2 supaya siap kalau memang sudah waktunya.
735,@disyarinda Yas setuju banget. Lahir dr keluarga yang gabisa menuhin segi financial otomatis masa kecilnya serba ga mampu. Jadi di masa depan bakalan beda juga garis startnya. Belum istilah generasi sandwich beserta bebannya. Tp aku bersyukur bisa sampai sini. Semoga anakku lebih beruntung
736,semangat generasi sandwich. Tadi nya mau post di closefriend. Tapi takut sebar negative vibes ke temen. Udah lah disini wae https://t.co/aV2Fkvvf2D
737,@jgnpngglrizki Halo! Saya tidak mendukung tren AI Ghibli style karena ada isu etika dan hukum. Tren ini melibatkan AI yang meniru gaya Studio Ghibli tapi menuai kritik karena potensi pelanggaran hak cipta dan dampak buruk pada seniman manusia. Hayao Miyazaki juga menentang AI dalam seni. Meski
738,@greenypurpy @sulkycatz -trs gimana dia mau ngenalin AI secara bijak? Yang ada mlh pada ikut ikutan salah kaprah kyk tren AI Ghibli pdahal Hayao Miyazaki aja ga ngebolehin. Efeknya juga sampe ke anak sekolah ada tugas dikit langsung nyari HASIL jawaban dari AI bukan CARA dan PROSES menuju hasilnya‍️
739,@striker_tunggal @ainurohman Harusnya sih masih bisa. Banyak kok ongoing lawsuit ttg ini. Memang perlu regulasi hukum ttg AI untuk melindungi kreator. Dan krn saat ini generative AI masih problematic ya jangan digunakan apalagi ini bukan cuma warga lagi iseng2 kyk tren ghibli tapi post2 ttg negara.
740,kemarin siang ngobrol sama teman. katanya dia sudah memastikan gak mau milih capres anu. alasannya tidak punya ketegasan sikap pada masalah-masalah penting baik dalam skala nasional maupun regional. dalam konteks tantangan global dia makin ragu. #capres2023
741,@msaid_didu Zaman skrg banyak penganggjran jd kerjaan main hp aja lihat aja rezim ini msh menjabat sibuk copras capres semua berarti jalannya pemerintahan auto pilot ajam
742,@musniumar Rakyat Indonesia sdh padek galo Pakde tak payalah pake2 tips memilih capres ada uang abang sayang
743,@magekqu @alisyarief Justru analisalo yg tololl. Elektabilitas Airlangga tuh jeblok mayoritas Rakyat kurang kenal sosok Airlangga ngga mungkin juga Demokrat berani berjudi dengan jadiin Airlangga sebagai Capres belom daftar juga udah dipastikan KALAH.
744,@KangDadangTea8 @inilahdotcom Sama yakinnya juga saya dengan kata siapa Ganjar elektabilitasnya moncer? Survey copras capres kan tergantung siapa yg punya modal gede. Dah jelas cukongnya siapa &amp; berdiri di belakang siapa saat ini
745,Kayaknya juga gak penting dan kamu tidak perlu percaya . Kasihan ya Kadrun susah payah jokowi tetap menjadi presiden 2 periode. Kamu jangan bawa-bawa anies dan UGM . Nanti kalo dicariin anaknya kok tiba2 ilang malah bisa kacau capres pilihanmu.
746,@bachrum_achmadi Perubahan spt apa yang kongkrit dong dan Anda kok jadi tukang ramal silahkan dukung capres Anda tapi jgn ramal buta dan fanatik buta....mikiiir....
747,@RamliRizal Keterbelahan rakyat ini dimulai thn 2015 sejak ada buzzeRP. Mmg sih tdk sepenuhnya salah Jokowi. Peran Megawati jg ada yg salah yaitu mencalonkan orang yg planga-plongo utk jd capres. Mgkn ini disengaja buktinya dia menyebutnya Petugas Partai.
748,@roses_man @yaniarsim @prabowo Ada yg mudik aja pake pesawat pribadi .. eh bawa Capres jugaan ga di larang apa sih yang kagak di Negri ini .. yg ga boleh melakukan itu semua cuma @aniesbaswedan
749,@yusdiusman Bagaimanapun posisi wapres tidak bisa mengambil keputusan strategis. Percuma saja dia punya gagasan namun ujungnya yg penentu adalah presiden. Maka jika tidak bisa capres jadilah King maker untuk menyelamatkan NKRI yg nyatis tenggelam ini.
750,@hc_poirot Mundur dr kabinet untuk mengajukan diri jd RI 1? Klo dia bersih selamatlah dia tp bila ada setitik noda bakal gampang kecukil mah.. udah deh kalo mmg mundur dr kabinet mending utk tujuan jd rakyat biasa dan mendukung capres yg lbh potensial itu lebih baik
751,@tawajkt Dari sudut mana anda bilang dia pejabat?? Setelah rehat tdk melakukan tugas pemerintah sah aj seseorang melakukan aktifitasnya sepanjang tdk melanggar ato mengarahkan bawahannya ke katanya salah satu capres.adakah peraturanya yg dilanggar?
752,@sarah_enjeuLL @Grosir__sepatu Klo lu punya jagoan sendiri buat capres besok mending lu angkat pencapaian capres lu tsb gak usah fitnah calon lain. Itu juga klo capres jagoan lu punya prestasi. Kasian orang luar Jakarta kemakan sama fitnah dan tipuan lu gak segitunya nyari duit
753,@yunartowijaya Cuma di Indonesia yg ke gini blm pemilihan aja dah sibuk terka sana sini semua mendadak jd cenayang dan peramal bahkan dah fasih dan yakin siapa yg menang ditambah rezim cawe2 ikut nentuin capres Jadi apa bedanya dgn ORBA
754,@TeddGus @aniesbaswedan Kalo elektabilitasnya anies turun ngapain lu bahasnya anies mulu .Secara ga langsung kan lu dan cebong2 lainnya kan panik dengan keberadaan anies. Klo lu dukung capres yg lain mending lu promoin capres pilihan lu. Atau emang capres pilihan lu ga punya prestasi ?
755,kena syndrom aura farming bjir ni anak https://t.co/q4GxpFfqB4
756,Padahal vibesnya udah aura farming banget
757,ngeri kinggg aura farming
758,@tanyakanrl yaela baper ama typingan cuaks wkkwkkwkwkw
759,namanya jg nakes di indo. biaya kuliah elit gaji sm tunjangan sulit cuaks.
760,Culture shock bgt sblm nikah kmn2 sendiri beli apa sndiri sekalinya dah nikah pergi sndiri dikhawatirin tpi alesannya biasanya juga prgi berdua klo sama2 libur ini milih sendiri . Wkwk gmes bgt suami cuaks
761,@Askrlfess tarik napas panjang nder minum air putih anget trus cari mood snack yg kepikiran aja
762,@tanyakanrl Gatau nder bisa jadi alergi. Soalnya dulu aku sering (sampek sekarang juga) cuma ya cara sembuhinnya kayak gatel biasa aja. Pake air anget pake salep minum obat gatel dll
763,@AiraNtieReal @Nurulkjo1 Rezim yang menyengsarakan rakyat terutama rakyat kecil kt nya tdk akan buat banyak peraturan tp FAKTANYA smw dibuat PERATURAN Spt:mau liat TV hrs pake alat yang harganya tdk murah pegawai ASN+ SWASTA HRS IKUT TAPERA mo BUAT SIM HRS IKUT BPJS KLO BELI ELPIJI 3KG HRS PAKE KTP
764,@HeryIdris5 Dana haji Tapera BPJS SIM dll hanya kedok menguras keringat rakyat demi IKN. Negeri ini sudah tidak baik2 saja kekuasaan sudah overload. Saatnya Indonesia bangkit bersama Prabowo untuk perubahan Indonesia yang lebih baik lagi. Aamiin ya Allah
765,Terakhir muncul di X tgl 30 mei 24 setelah digoreng2 kritik tapera. Skrg muncul lagi dgn gaya yg sama: buzzer berkedok netral yg quote2in replyan yg nyerang dia seolah2 jdi yg paling dipojokin.
766,@Nebuchanedzar_I Iya apa orang2 ga ngeh ya sejak menang itu pidatonya seakan mengkritik mentri pilihan jokowi semua hahaha mulai dr idato prabowo di ultah PAN ttg impor di tv ttg UKT pas jalan ditanya tapera dia bilang akan di evaluasi dn msh byk lg
767,@unnesmenfess spill sender biar diajak ngobrol dulu wkwk
768,@EkaMurhadi @xxxdydir @spoilagedcapo @tanyarlfes Standar gandanya dari mana? Kenapa tetiba ngomongin generasi sandwich? Bro keknya ini ngomongin karier orang deh. Tiap orang punya hak mau punya karier whatever the fuck they want. Aneh lo.
769,Tadinya mau ikut-ikutan tren AI Ghibli style. Tapi karena saya punya banyak teman dan saudara di industri kreatif saya merasa perlu menunjukkan solidaritas. Ini gambar saya buat sendiri. Belum bagus menunjukkan bahwa kerja para seniman itu bukan hal mudah. https://t.co/JVhZ525PyP
770,@StefanAntonio__ Korupsi sdh segede ini rakyatnya msh tenang2 aja msh sibuk war takjil war ticket war diskon. Gak ada demo gak ada makzulkan gak tuntutan.. Gak ada niatan merubah nasib Udah gak bisa di provokasi krn provokasi sdh jd momok buruk meski utk merubah jd baik
771,LMAO saking aku seringnya beli maklor ditempat yang sama saat war takjil sampe hafal dong Soalnya orang2 lain pada jualan maklor kejuuu aku sukanya maklor biasa tanpa keju dan yang jual cuman 1 aowkkwkwk LAFF SOO MUCHHH
772,@CheriesStruck CEPET BANGET KAMU BALESNYA maaf ya aku kalo sudah jam segini agak lelet (karna mau war takjil kamu war juga gak?) AAAAAAHHHH yang mana mau clue yang lainnya boleh? kayak kegiatan kamu akhir-akhir ini? atau ada project apa kedepannya? plis plis satu ini
773,@tanyakanrl Saking penasarannya kukira ada yang salah ama konten tiktoknya pas nnton kek biasa aj anjir cuma emak emak war takjil ama anaknya kek biasa. Tpi pas liat komennya anjirrr perasaan itu outfit b aja anjing. Ehhh buset itu yg koment pada gak pernah keluar rumah apa gimna??
774,@AsbabulKopi Bentar ini akhir2 ini kan lagi bagus2nya toleransi beragama di Indonesia gegara war takjil di bulan suci ramadhan trus ngapa tiba2 muncul twit sampah ginian dah? Klo mau bahas masalah beginian ente coba langsung aj tanya sama ustd. Adi Hidayat.
775,fiks kirain di tiktok doang gw war takjil sama chindo
776,@micasaessucase puasa taun ini kaya ga berasa alias cepet banget mungkin karena ini puasa pertama gue sambil kerja kali yaa. awalnya berat banget tapi bersyukur masih bisa ikut puasa taun ini dan ketemu orang baru saling sharing pengalaman bukber ditempat kerja war takjil war es teh juga!!
777,@mazzini_gsp Kok makin bermunculan para penista agama disaat toleransi beragama di Indonesia lagi lucu lucunya gegara war takjil
778,@tanyakanrl Sama si belum pernah ikutan war takjil udah pusing duluan liat antrian dan ramenya jalanan tapi co sope tiap hari jadi gada bedanya
779,kmrn2 Tri Hari Suci ga war takjil dulu wkwkwk war kursi anjirrrr tapi Tri Hari Suci udh selesai mari kita war takjil kembaliiii wkwkwkwkkw
780,@untidarhits Pengen bgt keknya seruuu krn akamsi jdi gapernah ikut war takjil
781,@meres4hkan_ sorenya war takjil lagi ya kids
782,@Mantulmhsn98 @StefanAntonio__ Gak beres ini. Kluarga kurang ajar ini musti diramekan tak doain masuk penjara biar kapok. PSI kampanye gede2an duitnya sumbangan dari uang kotor hasil korupsi tambang timah ini kali. Kumpulannya kampret masuk lingkaran korup
783,Ga habis thinking sm korupsi timah meanwhile gw yg tumbuh dan besar di lingkungan timah bener2 kecewa si
784,Masa iya gak ada setingkat menteri yang jadi tersangka di korupsi timah Harvey Moeis sih? Minimal ada 3 menteri yang jadi tersangka tuh. Iya gak sih? @jokowi. Kalau Crazy Rich PIK juga kena TTPU minimal Kaesang dan Kiki Saputri jadi saksi di pengadilan tu.
785,@convomfs Ke pola makan mereka. Kayak meskipun gaji UMR tapi mereka generasi sandwich? Atau hutang yang harus dilunasi banyak? We never know. Jadiiii yang penting ikhlas aja buat berbagi. Siapapun yang dapet takjilnya semoga berkah untuk kedua belah pihak.
786,@worksfess Sedih ya banyak anak yg curhat ke sosmed ttg orangtua nya yg suka minta receh kaya gini. Iya receh dibanding ngegedein elu. Gw jg anak generasi sandwich tapi keknya apa yg gw kasih ke ortu gw rasanya ga sebanding sama apa yg gw dapet ya walau kata mak udh lbh dr cukup.
787,@alealedurian @ijustwannabhppy @primitifix @worksfess Sbg anak perlu ga kita rawat dan bahagiain orang tua kita? OF COURSE tapi sesuai dgn kapasitas krn anak jg akan punya keluarga sendiri kan? That s why as a parents it s better for us to provide our pension funds. Tentunya biar ga jadi generasi sandwich.
788,@txtdrimedia Ada yang komentarnya yg belum pernah ngerasain gimana struggle nya jadi generasi sandwich yang bener2 berat levelnya.
789,Tren ai ghibla ghibli udahan langsung ganti tren ai mainan. Secepet itu emang kalo there is no love involved di prosesnya Ini dibikin tahun lalu (pake photoshop ga pake prompting2) ga ngikutin tren apapun simply karena yaudah pengen bikin aja :')
790,tren ghibli AI sudah cukup problematik dan voila! selera humor jelek orang Indonesia just makes it so much worse.
791,RILLLL!! Para bocilsku di kelas juga kena efek skibidi toilet
792,@Zack_Muckerberg @Fariednur @vngnc Iya kek dulu pernah orang indo random bikin akun baru kamuflase jadi orang Malaysia trus ngomongin soal claim bocil aura farming
793,@kennnthekid Oagii ak bocil skibidi toilet lbih seru kack
794,@hoganneutron Keluar sm besti bisa sm aku gak bisa cuaks
795,@davidnurbianto @abdurarsyad @mosidik @AfifXavi Waduhhh ini mah deretan komika berisi cuyyy ga cuman modal savage trs di JJ in di tiktok
796,Klo dalam sunnah nabi siapapun pemimpinnya kita kudu taat biar ga menimbulkan mudharat yg lebih besar. Jgn so ngancem Allah deh Allah bs cabut nyawalu kapan saja dan dalam kubur lu bakalan nyesel demi so savage kek gini. Terlaknat dan menderita mah sendiri aja! Gausah ajak2.
797,@zaharanizm diakhirnya ga ngenakin closing dari ganjar maklum aja mereka udah panik karena elektabilitasnya masih jadi yang terendah mau ngandelin swing voters juga pasti larinya ke 01. ngincernya savage mulu bukannya nyari suara wkwkwk
798,Pak prabowo Karena beliau tidak perlu pusing2 menyeimbangi jawaban lawannnya hanya perlu menyiapkan jawaban2 savage untuk di cut dan dimasukkan ke tiktok Intinya pak prabowo ini menjawab kebutuhan pendukungnya bangetlah di debat semalem
799,Di titik ini gw pikir pertanyaannya bakal savage. Atau minimal savagely delivered.. Nyatanya.. justru memunculkan pertanyaan serius tanpa gimmick yang jawabannya sekarang lagi jadi bulan-bulanan di X. Kelas sih.
800,the same old story sama lawannya yang sok savage. manusia tiktok emang mana mau nonton debat berjamjam jelas cuma liat ini aja
801,@kompascom Jokowi bilang jangan nyerang personal di debat terakhir tapi tidak melarang utk mengutip statemen Calon Mantan Presiden sebelumnya kan Savage.
802,@mjbakhm @opposite090l92 Asal jeplak aja nih mulutnya sejak kapan pemerintah nombok biaya haji klu tak tau tak usah asal ngebacot ongkos PP pakai perantara ja jauh lebih murah dri ongkos PP yg ditetapkan pemerintah ditambah naik haji bsa Charter 1 pesawat harusnya harga bisa lebih murah jgn asal cuk
803,@ViafaAliph Emang bnyak yg gk siap keknya. Cobak flashback di era Pak Jokowi ada gk pemilih yg kyak gini? Malah skr ini bnyak yg kyak kiky dan itu gpp. Pak Prabowo Gibran jg gpp. Lihat waktu penolakan tapera Pak Prabowo jg nolak
804,@BudiBukanIntel Prabowo aja nolak tapera masih dibenci Ini mah bukan masalah kritik anti-kritik. Emang ada orang2 yg masih bertahan di era peperangan. Gk siap ama demokrasi. Era dimana yg kalah itu mampus yg menang yg berkuasa. Soalnya ya kyak gini gk bisa move on
805,@dapitnih Gw ngrasa bgitu karna apa2 dipajakin udah gitu pajaknya naik dan adanya tapera semakin mempertegas kalo negara ini butuh Likuiditas lebih tp semoga aja perasaanku salah
806,@kompascom Bagaimana realisasinya? Bagaimana warga percaya jika disaat yang bersamaan PMN selalu diberikan kpd BUMN yg merugi munculnya2 kewajiban2 lain seperti TAPERA kenaikan PPN BBM UKT Iklim Investasi tidak berpihak kpd UMKM lokal Fasilitas dan layanan publik penuh drama
807,@ardisatriawan Pajak dari Individu itu kecil Tapera cuma 3% Sementara yg menikmati pajak sedang menikmati mobil dinas mewah Giliran dikritik Kritik harus dengan solusi
808,@itsmeeArin @MakanMasak @besta_ @AridhSamudra @txtfrombrand selain ke MK bisa juga dengan stop belain aturan jelek plis. terbukti aturan jelek macam Tapera dan lain-lain akhirnya dicabut karena kita ga mau nurut sama aturan jelek
809,@RedPinapple23 @Ombahku @jokowi yaelah dikit dikit biar ditangkep dikit dikit biar ditangkep. suudzon mulu lu ama sipil. yaudah semua manusia di dunia ini masuk penjara biar jokowi sendiri yang bayar tapera.
810,@jokowi Kuncinya impor ngutang bagi2 jabatan ke yg tdk kompeten rangkap jabatan masuk got masuk sawah wajibkan tapera dan naikkan UKT perguruan tinggi negeri
811,guyss bantuin aku pilih outfit dongg!! karena belom semua aku beli (budget terbatas ygy) jadi aku milih digambar aja.. maaf kalo kurang jelas yaa buat detail batiknya udah aku tambahin di gambarr. help me please beneran bingung banget ahahaha https://t.co/2yAGPjHc1m
812,@merapi_uncover Gak perlu jauh2 keliling dunia cukup ke madiun aja ygy bisa nikmati pecel khas madiun asli dan bluder cokro fresh from the oven
813,mimpi aneh gua mimpi nyamperin ke sby buat ngedate maaf tapi aku ga seeffort itu ygy
814,Ada aja drama generasi sandwich seperti aku ini. Diminta THR belom tepat pada waktunya. Padahal cuma bilang tgl 31 itu baru gajian n THR blm juga dapet. Terus ngambek ga dibangunin sahur td ampe kesiangan. aq lg capek banget kmrn.. lg lelah aja.
815,Gue sebagai penikmat anime studio Ghibli ajaa kesel sama tren AI yg ngubah foto jadi mirip Ghibli style apalagi Hayao Miyazaki sama all team di belakang studio Ghibli
816,@wienld Menarik banget sih tren ini! Dari sisi kreativitas AI bisa bikin visual ala Ghibli yang estetik dan memukau bahkan buat orang yang nggak punya skill ilustrasi. Tapi di sisi lain ada kekhawatiran soal hak cipta dan etika apalagi kalau AI ngolah karya seniman tanpa izin. Aku
817,@NurulUnyil Secara income emg ga gede kak tapi bahkan mereka bisa tenang menikmati masa pensiun tanpa nyusahin anak2nya. Bener2 ga menjadikan anaknya generasi sandwich. Ini kalo ortuku ya.
818,contoh menfess yg gabisa gue reply mau reply serius tp gabisa reply gak serius takut disamperin sekte kriwil TBL TBL
819,Baru liat berita demo Pati tp ANJING!! POLISI BABI! PEJABAT BABI! LU PADA BUNCIT TUH KRN MAKAN DUIT HARAM! ZOLIM LU SM RAKYAT! LU KERJA MASIH DIBAYAR SM PAJAK RAKYAT AJA KELAKUAN DAH KAYAK DAJJAL BANGSAT! Malu org mah tolol. Coba lu liat bawah titit lu ketutupan perut noh!
820,@kanalsa_id Kalau begini caranya mah si bupati nggak bakalan mundur. Panitia hak angket punya wkt 2 bulan buat menyelidiki. Selama wkt itu bupatinya gerilya sana-sini. Akhirnya diambil kesimpulan tidak ada pelanggaran bupati tetap bisa bekerja. Sia-sia demo warga Pati. https://t.co/CcR5bvAUKS
